,Date,Open,High,Low,Close,Adj Close,Volume
26,2019-07-24,$9887.73,$9908.80,$9614.31,$9811.93,$9811.93,17398734321.0
27,2019-07-25,$9809.10,$10154.25,$9773.96,$9911.84,$9911.84,15821952090.0
28,2019-07-26,$9913.13,$9916.52,$9717.98,$9870.30,$9870.30,14495714483.0
29,2019-07-27,$9871.17,$10167.32,$9411.52,$9477.68,$9477.68,16817809536.0
30,2019-07-28,$9491.63,$9575.54,$9252.30,$9552.86,$9552.86,13738687092.0
31,2019-07-29,$9548.18,$9681.65,$9472.95,$9519.15,$9519.15,13791445323.0
32,2019-07-30,$9522.33,$9701.76,$9437.34,$9607.42,$9607.42,13829811132.0
33,2019-07-31,$9604.05,$10085.63,$9598.10,$10085.63,$10085.63,16631520647.0
34,2019-08-01,$10077.44,$10446.92,$9922.02,$10399.67,$10399.67,17165337857.0
35,2019-08-02,$10402.04,$10657.95,$10371.01,$10518.17,$10518.17,17489094081.0
36,2019-08-03,$10519.28,$10946.78,$10503.50,$10821.73,$10821.73,15352685060.0
37,2019-08-04,$10821.63,$11009.21,$10620.28,$10970.18,$10970.18,16530894786.0
38,2019-08-05,$10960.74,$11895.09,$10960.74,$11805.65,$11805.65,23875988832.0
39,2019-08-06,$11811.54,$12273.82,$11290.73,$11478.17,$11478.17,23635107659.0
40,2019-08-07,$11476.19,$12036.99,$11433.70,$11941.97,$11941.97,22194988641.0
41,2019-08-08,$11954.04,$11979.42,$11556.17,$11966.41,$11966.41,19481591729.0
42,2019-08-09,$11953.47,$11970.46,$11709.75,$11862.94,$11862.94,18339989959.0
43,2019-08-10,$11861.56,$11915.66,$11323.90,$11354.02,$11354.02,18125355447.0
44,2019-08-11,$11349.74,$11523.58,$11248.29,$11523.58,$11523.58,15774371517.0
45,2019-08-12,$11528.19,$11528.19,$11320.95,$11382.62,$11382.62,13647198229.0
46,2019-08-13,$11385.05,$11420.05,$10830.33,$10895.83,$10895.83,16681503536.0
47,2019-08-14,$10889.49,$10889.56,$10028.14,$10051.70,$10051.70,19990838299.0
48,2019-08-15,$10038.42,$10437.41,$9675.32,$10311.55,$10311.55,22899115082.0
49,2019-08-16,$10319.42,$10524.35,$9855.48,$10374.34,$10374.34,20228207096.0
50,2019-08-17,$10358.72,$10452.62,$10086.70,$10231.74,$10231.74,13778035685.0
51,2019-08-18,$10233.01,$10487.07,$10119.09,$10345.81,$10345.81,12999813869.0
52,2019-08-19,$10350.28,$10916.05,$10313.20,$10916.05,$10916.05,16038264603.0
53,2019-08-20,$10916.35,$10947.04,$10618.96,$10763.23,$10763.23,15053082175.0
54,2019-08-21,$10764.57,$10798.73,$9962.72,$10138.05,$10138.05,19473084767.0
55,2019-08-22,$10142.52,$10233.00,$9831.46,$10131.06,$10131.06,17097508856.0
56,2019-08-23,$10136.31,$10442.44,$10078.19,$10407.96,$10407.96,15627023886.0
57,2019-08-24,$10407.64,$10418.02,$9982.30,$10159.96,$10159.96,15451030650.0
58,2019-08-25,$10160.74,$10304.62,$10008.79,$10138.52,$10138.52,14153856609.0
59,2019-08-26,$10126.30,$10512.33,$10126.30,$10370.82,$10370.82,18438654079.0
60,2019-08-27,$10372.83,$10381.33,$10087.30,$10185.50,$10185.50,14762609502.0
61,2019-08-28,$10203.43,$10279.37,$9716.66,$9754.42,$9754.42,17603790323.0
62,2019-08-29,$9756.79,$9756.79,$9421.63,$9510.20,$9510.20,17045878500.0
63,2019-08-30,$9514.84,$9656.12,$9428.30,$9598.17,$9598.17,13595263986.0
64,2019-08-31,$9597.54,$9673.22,$9531.80,$9630.66,$9630.66,11454806419.0
65,2019-09-01,$9630.59,$9796.76,$9582.94,$9757.97,$9757.97,11445355859.0
66,2019-09-02,$9757.47,$10396.59,$9730.65,$10346.76,$10346.76,17248102293.0
67,2019-09-03,$10345.73,$10736.10,$10308.55,$10623.54,$10623.54,19384917988.0
68,2019-09-04,$10621.18,$10762.64,$10434.71,$10594.49,$10594.49,16742664768.0
69,2019-09-05,$10588.18,$10627.27,$10516.42,$10575.53,$10575.53,14551239507.0
70,2019-09-06,$10578.20,$10898.76,$10292.30,$10353.30,$10353.30,19536574782.0
71,2019-09-07,$10353.93,$10558.67,$10348.92,$10517.25,$10517.25,15307366476.0
72,2019-09-08,$10518.11,$10595.64,$10409.09,$10441.28,$10441.28,13670567492.0
73,2019-09-09,$10443.23,$10450.31,$10144.93,$10334.97,$10334.97,17595943367.0
74,2019-09-10,$10336.41,$10394.35,$10020.57,$10115.98,$10115.98,14906809639.0
75,2019-09-11,$10123.04,$10215.95,$9980.78,$10178.37,$10178.37,15428063426.0
76,2019-09-12,$10176.82,$10442.25,$10099.24,$10410.13,$10410.13,15323563925.0
77,2019-09-13,$10415.36,$10441.49,$10226.60,$10360.55,$10360.55,14109864674.0
78,2019-09-14,$10345.40,$10422.13,$10291.69,$10358.05,$10358.05,13468713124.0
79,2019-09-15,$10356.47,$10387.04,$10313.09,$10347.71,$10347.71,12043433567.0
80,2019-09-16,$10347.22,$10386.87,$10189.74,$10276.79,$10276.79,15160167778.0
81,2019-09-17,$10281.51,$10296.77,$10199.74,$10241.27,$10241.27,15304603363.0
82,2019-09-18,$10247.80,$10275.93,$10191.47,$10198.25,$10198.25,16169268880.0
83,2019-09-19,$10200.50,$10295.67,$9851.69,$10266.42,$10266.42,19937691247.0
84,2019-09-20,$10266.32,$10285.87,$10132.19,$10181.64,$10181.64,14734189639.0
85,2019-09-21,$10183.65,$10188.10,$10000.71,$10019.72,$10019.72,13425266806.0
86,2019-09-22,$10024.12,$10074.44,$9922.53,$10070.39,$10070.39,13199651698.0
87,2019-09-23,$10067.96,$10074.24,$9727.14,$9729.32,$9729.32,15144925408.0
88,2019-09-24,$9729.32,$9804.32,$8370.80,$8620.57,$8620.57,25002886688.0
89,2019-09-25,$8603.43,$8744.83,$8325.40,$8486.99,$8486.99,21744728352.0
90,2019-09-26,$8487.67,$8515.69,$7895.63,$8118.97,$8118.97,19258205289.0
91,2019-09-27,$8113.10,$8271.52,$7965.92,$8251.85,$8251.85,16408941155.0
92,2019-09-28,$8251.27,$8285.62,$8125.43,$8245.92,$8245.92,14141152736.0
93,2019-09-29,$8246.04,$8261.71,$7990.50,$8104.19,$8104.19,13034629108.0
94,2019-09-30,$8104.23,$8314.23,$7830.76,$8293.87,$8293.87,17115474183.0
95,2019-10-01,$8299.72,$8497.69,$8232.68,$8343.28,$8343.28,15305343412.0
96,2019-10-02,$8344.21,$8393.04,$8227.70,$8393.04,$8393.04,13125712442.0
97,2019-10-03,$8390.77,$8414.23,$8146.44,$8259.99,$8259.99,13668823409.0
98,2019-10-04,$8259.49,$8260.06,$8151.24,$8205.94,$8205.94,13139456229.0
99,2019-10-05,$8210.15,$8215.53,$8071.12,$8151.50,$8151.50,12200497197.0
100,2019-10-06,$8149.88,$8161.41,$7958.85,$7988.16,$7988.16,13160830305.0
101,2019-10-07,$7989.12,$8308.45,$7905.77,$8245.62,$8245.62,18009742607.0
102,2019-10-08,$8246.85,$8332.71,$8185.76,$8228.78,$8228.78,15592264032.0
103,2019-10-09,$8229.84,$8627.71,$8169.30,$8595.74,$8595.74,19384942333.0
104,2019-10-10,$8585.28,$8625.27,$8471.93,$8586.47,$8586.47,17618660671.0
105,2019-10-11,$8585.26,$8721.78,$8316.18,$8321.76,$8321.76,19604381101.0
106,2019-10-12,$8315.67,$8415.24,$8313.34,$8336.56,$8336.56,14532641604.0
107,2019-10-13,$8336.90,$8470.99,$8276.61,$8321.01,$8321.01,13808286058.0
108,2019-10-14,$8320.83,$8390.21,$8284.13,$8374.69,$8374.69,15151387859.0
109,2019-10-15,$8373.46,$8410.71,$8182.71,$8205.37,$8205.37,15220412631.0
110,2019-10-16,$8204.67,$8216.81,$7985.09,$8047.53,$8047.53,16071646995.0
111,2019-10-17,$8047.81,$8134.83,$8000.94,$8103.91,$8103.91,14313052244.0
112,2019-10-18,$8100.93,$8138.41,$7902.16,$7973.21,$7973.21,15651592610.0
113,2019-10-19,$7973.80,$8082.63,$7944.78,$7988.56,$7988.56,13797825640.0
114,2019-10-20,$7997.81,$8281.82,$7949.44,$8222.08,$8222.08,15504249442.0
115,2019-10-21,$8225.12,$8296.69,$8196.42,$8243.72,$8243.72,15868748865.0
116,2019-10-22,$8243.40,$8296.65,$8074.46,$8078.20,$8078.20,16803377856.0
117,2019-10-23,$8076.23,$8093.00,$7469.32,$7514.67,$7514.67,21942878957.0
118,2019-10-24,$7509.73,$7532.87,$7446.99,$7493.49,$7493.49,16268708848.0
119,2019-10-25,$7490.70,$8691.54,$7479.98,$8660.70,$8660.70,28705065488.0
120,2019-10-26,$8667.58,$10021.74,$8662.62,$9244.97,$9244.97,44496255608.0
121,2019-10-27,$9241.71,$9749.53,$9112.54,$9551.71,$9551.71,32593129500.0
122,2019-10-28,$9565.10,$9805.12,$9256.15,$9256.15,$9256.15,30948255331.0
123,2019-10-29,$9248.44,$9516.18,$9232.65,$9427.69,$9427.69,28426779937.0
124,2019-10-30,$9422.46,$9426.87,$9085.37,$9205.73,$9205.73,27706531577.0
125,2019-10-31,$9202.46,$9383.16,$9028.72,$9199.58,$9199.58,26583653946.0
126,2019-11-01,$9193.99,$9275.66,$9132.05,$9261.10,$9261.10,24324691031.0
127,2019-11-02,$9259.78,$9377.49,$9249.59,$9324.72,$9324.72,21242676385.0
128,2019-11-03,$9324.79,$9379.81,$9141.25,$9235.35,$9235.35,21132220847.0
129,2019-11-04,$9235.61,$9505.05,$9191.49,$9412.61,$9412.61,26170255634.0
130,2019-11-05,$9413.00,$9457.42,$9256.93,$9342.53,$9342.53,26198609047.0
131,2019-11-06,$9340.86,$9423.24,$9305.91,$9360.88,$9360.88,23133895764.0
132,2019-11-07,$9352.39,$9368.48,$9202.35,$9267.56,$9267.56,22700383838.0
133,2019-11-08,$9265.37,$9272.76,$8775.53,$8804.88,$8804.88,24333037836.0
134,2019-11-09,$8809.47,$8891.82,$8793.16,$8813.58,$8813.58,17578630605.0
135,2019-11-10,$8812.49,$9103.83,$8806.16,$9055.53,$9055.53,20587919881.0
136,2019-11-11,$9056.92,$9081.28,$8700.61,$8757.79,$8757.79,20265510765.0
137,2019-11-12,$8759.75,$8853.77,$8685.43,$8815.66,$8815.66,20309769107.0
138,2019-11-13,$8812.03,$8836.84,$8761.65,$8808.26,$8808.26,17545755404.0
139,2019-11-14,$8811.94,$8826.94,$8692.55,$8708.09,$8708.09,19084739974.0
140,2019-11-15,$8705.71,$8730.87,$8484.84,$8491.99,$8491.99,21796856471.0
141,2019-11-16,$8491.17,$8592.00,$8473.97,$8550.76,$8550.76,16495389808.0
142,2019-11-17,$8549.47,$8727.79,$8500.97,$8577.98,$8577.98,18668638896.0
143,2019-11-18,$8573.98,$8653.28,$8273.57,$8309.29,$8309.29,21579470673.0
144,2019-11-19,$8305.13,$8408.52,$8099.96,$8206.15,$8206.15,21083613815.0
145,2019-11-20,$8203.61,$8237.24,$8010.51,$8027.27,$8027.27,20764300436.0
146,2019-11-21,$8023.64,$8110.10,$7597.38,$7642.75,$7642.75,22514243371.0
147,2019-11-22,$7643.57,$7697.38,$6936.71,$7296.58,$7296.58,34242315784.0
148,2019-11-23,$7296.16,$7442.26,$7151.42,$7397.80,$7397.80,21008924417.0
149,2019-11-24,$7398.63,$7408.58,$7029.29,$7047.92,$7047.92,30433517289.0
150,2019-11-25,$7039.98,$7319.86,$6617.17,$7146.13,$7146.13,42685231261.0
151,2019-11-26,$7145.16,$7320.23,$7098.57,$7218.37,$7218.37,21129505542.0
152,2019-11-27,$7220.88,$7619.69,$6974.17,$7531.66,$7531.66,23991412764.0
153,2019-11-28,$7536.82,$7730.07,$7454.12,$7463.11,$7463.11,19050116751.0
154,2019-11-29,$7466.73,$7781.18,$7460.76,$7761.24,$7761.24,19709695455.0
155,2019-11-30,$7764.06,$7836.10,$7515.85,$7569.63,$7569.63,17158194786.0
156,2019-12-01,$7571.62,$7571.62,$7291.34,$7424.29,$7424.29,18720708479.0
157,2019-12-02,$7424.04,$7474.82,$7233.40,$7321.99,$7321.99,17082040705.0
158,2019-12-03,$7323.98,$7418.86,$7229.36,$7320.15,$7320.15,14797485769.0
159,2019-12-04,$7320.12,$7539.78,$7170.92,$7252.03,$7252.03,21664240918.0
160,2019-12-05,$7253.24,$7743.43,$7232.68,$7448.31,$7448.31,18816085231.0
161,2019-12-06,$7450.56,$7547.00,$7392.18,$7547.00,$7547.00,18104466306.0
162,2019-12-07,$7547.27,$7589.95,$7525.71,$7556.24,$7556.24,15453520564.0
163,2019-12-08,$7551.34,$7634.61,$7476.09,$7564.35,$7564.35,15409908086.0
164,2019-12-09,$7561.80,$7618.09,$7365.99,$7400.90,$7400.90,17872021272.0
165,2019-12-10,$7397.13,$7424.02,$7246.04,$7278.12,$7278.12,18249031194.0
166,2019-12-11,$7277.20,$7324.16,$7195.53,$7217.43,$7217.43,16350490689.0
167,2019-12-12,$7216.74,$7266.64,$7164.74,$7243.13,$7243.13,18927080224.0
168,2019-12-13,$7244.66,$7293.56,$7227.12,$7269.68,$7269.68,17125736940.0
169,2019-12-14,$7268.90,$7308.84,$7097.21,$7124.67,$7124.67,17137029729.0
170,2019-12-15,$7124.24,$7181.08,$6924.38,$7152.30,$7152.30,16881129804.0
171,2019-12-16,$7153.66,$7171.17,$6903.68,$6932.48,$6932.48,20213265949.0
172,2019-12-17,$6931.32,$6964.08,$6587.97,$6640.52,$6640.52,22363804217.0
173,2019-12-18,$6647.70,$7324.98,$6540.05,$7276.80,$7276.80,31836522778.0
174,2019-12-19,$7277.59,$7346.60,$7041.38,$7202.84,$7202.84,25904604415.0
175,2019-12-20,$7208.64,$7257.92,$7086.12,$7218.82,$7218.82,22633815180.0
176,2019-12-21,$7220.59,$7223.23,$7112.74,$7191.16,$7191.16,19312552168.0
177,2019-12-22,$7191.19,$7518.03,$7167.18,$7511.59,$7511.59,23134537956.0
178,2019-12-23,$7508.90,$7656.18,$7326.19,$7355.63,$7355.63,27831788041.0
179,2019-12-24,$7354.39,$7535.72,$7269.53,$7322.53,$7322.53,22991622105.0
180,2019-12-25,$7325.76,$7357.02,$7220.99,$7275.16,$7275.16,21559505148.0
181,2019-12-26,$7274.80,$7388.30,$7200.39,$7238.97,$7238.97,22787010034.0
182,2019-12-27,$7238.14,$7363.53,$7189.93,$7290.09,$7290.09,22777360995.0
183,2019-12-28,$7289.03,$7399.04,$7286.91,$7317.99,$7317.99,21365673026.0
184,2019-12-29,$7317.65,$7513.95,$7279.87,$7422.65,$7422.65,22445257701.0
185,2019-12-30,$7420.27,$7454.82,$7276.31,$7293.00,$7293.00,22874131671.0
186,2019-12-31,$7294.44,$7335.29,$7169.78,$7193.60,$7193.60,21167946112.0
187,2020-01-01,$7194.89,$7254.33,$7174.94,$7200.17,$7200.17,18565664996.0
188,2020-01-02,$7202.55,$7212.16,$6935.27,$6985.47,$6985.47,20802083465.0
189,2020-01-03,$6984.43,$7413.72,$6915.00,$7344.88,$7344.88,28111481031.0
190,2020-01-04,$7345.38,$7427.39,$7309.51,$7410.66,$7410.66,18444271274.0
191,2020-01-05,$7410.45,$7544.50,$7400.54,$7411.32,$7411.32,19725074094.0
192,2020-01-06,$7410.45,$7781.87,$7409.29,$7769.22,$7769.22,23276261598.0
193,2020-01-07,$7768.68,$8178.22,$7768.23,$8163.69,$8163.69,28767291326.0
194,2020-01-08,$8161.94,$8396.74,$7956.77,$8079.86,$8079.86,31672559264.0
195,2020-01-09,$8082.30,$8082.30,$7842.40,$7879.07,$7879.07,24045990465.0
196,2020-01-10,$7878.31,$8166.55,$7726.77,$8166.55,$8166.55,28714583843.0
197,2020-01-11,$8162.19,$8218.36,$8029.64,$8037.54,$8037.54,25521165085.0
198,2020-01-12,$8033.26,$8200.06,$8009.06,$8192.49,$8192.49,22903438381.0
199,2020-01-13,$8189.77,$8197.79,$8079.70,$8144.19,$8144.19,22482910687.0
200,2020-01-14,$8140.93,$8879.51,$8140.93,$8827.76,$8827.76,44841784107.0
201,2020-01-15,$8825.34,$8890.12,$8657.19,$8807.01,$8807.01,40102834649.0
202,2020-01-16,$8812.48,$8846.46,$8612.10,$8723.79,$8723.79,31313981930.0
203,2020-01-17,$8725.21,$8958.12,$8677.32,$8929.04,$8929.04,36372139320.0
204,2020-01-18,$8927.21,$9012.20,$8827.33,$8942.81,$8942.81,32337772626.0
205,2020-01-19,$8941.45,$9164.36,$8620.08,$8706.25,$8706.25,34217320471.0
206,2020-01-20,$8704.63,$8745.59,$8560.47,$8657.64,$8657.64,26422375678.0
207,2020-01-21,$8658.99,$8755.71,$8544.52,$8745.89,$8745.89,24097418512.0
208,2020-01-22,$8744.21,$8792.99,$8636.75,$8680.88,$8680.88,22600204050.0
209,2020-01-23,$8680.65,$8687.75,$8333.64,$8406.52,$8406.52,25770680778.0
210,2020-01-24,$8405.57,$8514.67,$8266.84,$8445.43,$8445.43,24397913025.0
211,2020-01-25,$8440.12,$8458.45,$8296.22,$8367.85,$8367.85,19647331548.0
212,2020-01-26,$8364.41,$8602.40,$8325.50,$8596.83,$8596.83,22177678795.0
213,2020-01-27,$8597.31,$8977.73,$8597.31,$8909.82,$8909.82,28647338393.0
214,2020-01-28,$8912.52,$9358.59,$8908.45,$9358.59,$9358.59,34398744402.0
215,2020-01-29,$9357.47,$9406.43,$9269.47,$9316.63,$9316.63,30682598115.0
216,2020-01-30,$9316.02,$9553.13,$9230.90,$9508.99,$9508.99,32378792850.0
217,2020-01-31,$9508.31,$9521.71,$9230.78,$9350.53,$9350.53,29432489719.0
218,2020-02-01,$9346.36,$9439.32,$9313.24,$9392.88,$9392.88,25922656496.0
219,2020-02-02,$9389.82,$9468.80,$9217.82,$9344.37,$9344.37,30835736946.0
220,2020-02-03,$9344.68,$9540.37,$9248.63,$9293.52,$9293.52,30934096508.0
221,2020-02-04,$9292.84,$9331.27,$9112.81,$9180.96,$9180.96,29893183716.0
222,2020-02-05,$9183.42,$9701.30,$9163.70,$9613.42,$9613.42,35222060874.0
223,2020-02-06,$9617.82,$9824.62,$9539.82,$9729.80,$9729.80,37628823715.0
224,2020-02-07,$9726.00,$9834.72,$9726.00,$9795.94,$9795.94,34522718159.0
225,2020-02-08,$9793.07,$9876.75,$9678.91,$9865.12,$9865.12,35172043761.0
226,2020-02-09,$9863.89,$10129.44,$9850.39,$10116.67,$10116.67,35807884663.0
227,2020-02-10,$10115.56,$10165.77,$9784.56,$9856.61,$9856.61,39386548074.0
228,2020-02-11,$9855.89,$10210.05,$9729.33,$10208.24,$10208.24,37648059388.0
229,2020-02-12,$10202.39,$10393.61,$10202.39,$10326.05,$10326.05,43444303830.0
230,2020-02-13,$10323.96,$10457.63,$10116.16,$10214.38,$10214.38,49356071372.0
231,2020-02-14,$10211.55,$10322.00,$10125.53,$10312.12,$10312.12,43338264161.0
232,2020-02-15,$10313.86,$10341.56,$9874.43,$9889.42,$9889.42,43865054831.0
233,2020-02-16,$9889.18,$10053.97,$9722.39,$9934.43,$9934.43,43374780305.0
234,2020-02-17,$9936.56,$9938.82,$9507.64,$9690.14,$9690.14,45998298412.0
235,2020-02-18,$9691.23,$10161.94,$9632.38,$10142.00,$10142.00,47271023953.0
236,2020-02-19,$10143.80,$10191.68,$9611.22,$9633.39,$9633.39,46992019709.0
237,2020-02-20,$9629.33,$9643.22,$9507.90,$9608.48,$9608.48,44925260236.0
238,2020-02-21,$9611.78,$9723.01,$9589.74,$9686.44,$9686.44,40930547512.0
239,2020-02-22,$9687.71,$9698.23,$9600.73,$9663.18,$9663.18,35838025154.0
240,2020-02-23,$9663.32,$9937.40,$9657.79,$9924.52,$9924.52,41185185761.0
241,2020-02-24,$9921.58,$9951.75,$9537.04,$9650.17,$9650.17,45080496648.0
242,2020-02-25,$9651.31,$9652.74,$9305.02,$9341.71,$9341.71,42515259129.0
243,2020-02-26,$9338.29,$9354.78,$8704.43,$8820.52,$8820.52,50420050761.0
244,2020-02-27,$8825.09,$8932.89,$8577.20,$8784.49,$8784.49,45470195695.0
245,2020-02-28,$8788.73,$8890.46,$8492.93,$8672.46,$8672.46,44605450442.0
246,2020-02-29,$8671.21,$8775.63,$8599.51,$8599.51,$8599.51,35792392544.0
247,2020-03-01,$8599.76,$8726.80,$8471.21,$8562.45,$8562.45,35349164300.0
248,2020-03-02,$8563.26,$8921.31,$8532.63,$8869.67,$8869.67,42857674408.0
249,2020-03-03,$8865.39,$8901.60,$8704.99,$8787.79,$8787.79,42386715820.0
250,2020-03-04,$8788.54,$8843.37,$8712.43,$8755.25,$8755.25,34746706368.0
251,2020-03-05,$8760.29,$9142.05,$8757.25,$9078.76,$9078.76,39698054597.0
252,2020-03-06,$9078.31,$9167.70,$9032.08,$9122.55,$9122.55,40826885650.0
253,2020-03-07,$9121.60,$9163.22,$8890.74,$8909.95,$8909.95,36216930369.0
254,2020-03-08,$8908.21,$8914.34,$8105.25,$8108.12,$8108.12,39973102120.0
255,2020-03-09,$8111.15,$8177.79,$7690.10,$7923.64,$7923.64,46936995808.0
256,2020-03-10,$7922.15,$8136.95,$7814.76,$7909.73,$7909.73,42213940993.0
257,2020-03-11,$7910.09,$7950.81,$7642.81,$7911.43,$7911.43,38682762604.0
258,2020-03-12,$7913.62,$7929.12,$4860.35,$4970.79,$4970.79,53980357243.0
259,2020-03-13,$5017.83,$5838.11,$4106.98,$5563.71,$5563.71,74156772074.0
260,2020-03-14,$5573.08,$5625.23,$5125.07,$5200.37,$5200.37,36154506007.0
261,2020-03-15,$5201.07,$5836.65,$5169.28,$5392.31,$5392.31,33997889638.0
262,2020-03-16,$5385.23,$5385.23,$4575.36,$5014.48,$5014.48,45368026429.0
263,2020-03-17,$5002.58,$5371.35,$4981.91,$5225.63,$5225.63,38622642935.0
264,2020-03-18,$5227.11,$5331.83,$5069.34,$5238.44,$5238.44,37878801016.0
265,2020-03-19,$5245.42,$6329.74,$5236.97,$6191.19,$6191.19,51000731797.0
266,2020-03-20,$6191.65,$6844.26,$5865.78,$6198.78,$6198.78,54442976102.0
267,2020-03-21,$6206.52,$6378.14,$5932.82,$6185.07,$6185.07,42494390879.0
268,2020-03-22,$6185.56,$6359.70,$5823.71,$5830.25,$5830.25,40099664740.0
269,2020-03-23,$5831.37,$6443.93,$5785.00,$6416.31,$6416.31,46491915999.0
270,2020-03-24,$6436.64,$6789.02,$6411.07,$6734.80,$6734.80,48221910672.0
271,2020-03-25,$6738.72,$6892.51,$6536.93,$6681.06,$6681.06,44590107887.0
272,2020-03-26,$6675.17,$6735.46,$6590.96,$6716.44,$6716.44,35319797641.0
273,2020-03-27,$6719.39,$6793.84,$6466.70,$6469.80,$6469.80,34585598366.0
274,2020-03-28,$6467.25,$6467.50,$6117.84,$6242.19,$6242.19,34885225901.0
275,2020-03-29,$6245.62,$6250.47,$5920.09,$5922.04,$5922.04,28373690930.0
276,2020-03-30,$5925.54,$6517.20,$5903.23,$6429.84,$6429.84,37101651525.0
277,2020-03-31,$6430.61,$6504.52,$6374.16,$6438.64,$6438.64,32786468812.0
278,2020-04-01,$6437.32,$6612.57,$6202.37,$6606.78,$6606.78,40346426265.0
279,2020-04-02,$6606.78,$7088.25,$6595.92,$6793.62,$6793.62,47660646124.0
280,2020-04-03,$6797.40,$7003.22,$6673.34,$6733.39,$6733.39,38976504902.0
281,2020-04-04,$6738.38,$6878.95,$6696.48,$6867.53,$6867.53,33185988583.0
282,2020-04-05,$6862.54,$6883.41,$6715.93,$6791.13,$6791.13,29510409856.0
283,2020-04-06,$6788.05,$7271.78,$6782.89,$7271.78,$7271.78,46896904614.0
284,2020-04-07,$7273.64,$7427.94,$7136.71,$7176.41,$7176.41,44243482667.0
285,2020-04-08,$7179.28,$7356.22,$7153.31,$7334.10,$7334.10,37563249548.0
286,2020-04-09,$7337.97,$7341.45,$7179.09,$7302.09,$7302.09,34815139177.0
287,2020-04-10,$7303.82,$7303.82,$6802.48,$6865.49,$6865.49,43622840991.0
288,2020-04-11,$6867.44,$6926.07,$6789.92,$6859.08,$6859.08,31222085946.0
289,2020-04-12,$6858.07,$7119.95,$6811.08,$6971.09,$6971.09,35759567632.0
290,2020-04-13,$6965.62,$6965.62,$6668.26,$6845.04,$6845.04,38619308647.0
291,2020-04-14,$6843.28,$6958.56,$6793.82,$6842.43,$6842.43,34110434051.0
292,2020-04-15,$6845.56,$6928.66,$6633.40,$6642.11,$6642.11,32288311030.0
293,2020-04-16,$6640.45,$7134.45,$6555.50,$7116.80,$7116.80,46783242376.0
294,2020-04-17,$7116.55,$7167.18,$7050.33,$7096.18,$7096.18,32513423567.0
295,2020-04-18,$7092.29,$7269.96,$7089.25,$7257.67,$7257.67,32447188385.0
296,2020-04-19,$7260.92,$7280.52,$7167.05,$7189.42,$7189.42,31311210215.0
297,2020-04-20,$7186.87,$7240.29,$6835.50,$6881.96,$6881.96,37747113935.0
298,2020-04-21,$6879.78,$6934.55,$6834.44,$6880.32,$6880.32,32589741510.0
299,2020-04-22,$6879.44,$7145.87,$6867.78,$7117.21,$7117.21,33249153865.0
300,2020-04-23,$7121.31,$7491.79,$7081.59,$7429.72,$7429.72,43500782316.0
301,2020-04-24,$7434.18,$7574.20,$7434.18,$7550.90,$7550.90,34636526285.0
302,2020-04-25,$7550.48,$7641.36,$7521.67,$7569.94,$7569.94,32941541446.0
